spkid,full_name,name,diameter,albedo,e,a,i,per,per_y,moid,moid_ld,sigma_e,sigma_a,sigma_q
20164207,164207 (2004 GU9),,0.163,0.219,0.1359,1.001,13.65,366,1,0.00017,0.066,1.50E-07,4.60E-09,1.50E-07
20007482,  7482 (1994 PC1),,1.052,0.277,0.3294,1.349,33.47,572,1.57,0.000596,0.232,5.70E-09,6.40E-09,1.00E-08
20099942, 99942 Apophis (2004 MN4),Apophis,0.34,0.35,0.1911,0.9224,3.34,324,0.886,0.000613,0.238,1.60E-09,1.70E-09,2.70E-09
20433953,433953 (1997 XR2),,0.259,0.115,0.2008,1.076,7.19,408,1.12,0.000622,0.242,3.20E-08,9.00E-10,3.50E-08
20089959, 89959 (2002 NT7),,1.407,0.224,0.5284,1.735,42.36,835,2.29,0.000874,0.34,5.60E-10,7.50E-10,8.70E-10
3545399,       (2010 QG2),,0.038,0.228,0.516,1.667,4.7,786,2.15,0.00115,0.447,5.50E-04,1.50E-03,1.60E-04
3523338,       (2010 KV7),,0.013,0.397,0.2185,1.214,0.31,489,1.34,0.00125,0.487,2.90E-03,3.60E-03,7.50E-04
3515028,       (2010 GH7),,0.008,0.326,0.2999,1.401,3.52,606,1.66,0.00215,0.837,7.60E-06,3.00E-05,3.20E-05
3512647,       (2010 FE7),,0.045,0.288,0.5531,1.95,1.55,994,2.72,0.0023,0.895,2.40E-04,8.80E-04,8.10E-05
3512281,       (2010 FQ),,0.285,0.204,0.3563,1.527,10.56,689,1.89,0.00231,0.899,6.80E-08,1.10E-08,1.10E-07
20371660,371660 (2007 CN26),,0.23,0.16,0.2693,1.292,7.59,537,1.47,0.00234,0.912,1.50E-08,3.60E-09,2.00E-08
20163243,163243 (2002 FB3),,1.682,0.172,0.6016,0.7616,20.28,243,0.665,0.00238,0.928,6.00E-09,3.80E-10,4.40E-09
20450237,450237 (2002 XY38),,0.096,0.134,0.2176,0.9112,2.12,318,0.87,0.00245,0.952,4.20E-08,3.20E-09,3.60E-08
20153201,153201 (2000 WO107),,0.51,0.129,0.7808,0.9111,7.77,318,0.87,0.00292,1.14,2.10E-08,4.80E-09,2.00E-08
20215588,215588 (2003 HF2),,0.488,0.118,0.6755,1.114,3.06,429,1.18,0.00324,1.26,1.40E-08,1.90E-09,1.60E-08
20387746,387746 (2003 MH4),,0.366,0.132,0.5133,1.964,3.9,1.01E+03,2.75,0.00335,1.3,2.30E-08,6.00E-09,4.60E-08
20154276,154276 (2002 SY50),,1.06,0.143,0.6888,1.704,8.75,813,2.23,0.00387,1.5,1.50E-08,7.00E-09,2.40E-08
3656789,       (2014 BX2),,0.11,0.253,0.761,2.215,2.25,1.20E+03,3.3,0.00402,1.56,5.70E-05,3.00E-04,5.40E-05
3753291,       (2016 JW28),,0.031,0.123,0.5792,2.082,0.92,1.10E+03,3,0.00416,1.62,1.10E-03,4.90E-03,1.80E-04
3550046,       (2010 UC7),,0.043,0.129,0.5677,1.885,5.18,946,2.59,0.00426,1.66,1.00E-03,3.90E-03,1.90E-04
3552163,       (2010 WB),,0.057,0.126,0.2881,1.359,5.5,578,1.58,0.00428,1.66,3.60E-05,6.20E-05,4.40E-06
20164121,164121 (2003 YT1),,1.717,0.198,0.292,1.11,44.06,427,1.17,0.0046,1.79,5.20E-10,4.10E-11,5.70E-10
20386454,386454 (2008 XM),,0.367,0.128,0.9093,1.222,5.45,493,1.35,0.00469,1.83,2.70E-08,8.70E-09,3.30E-08
3753798,       (2016 LD9),,0.085,0.269,0.611,1.804,4.19,885,2.42,0.00537,2.09,1.90E-07,9.50E-08,3.70E-07
20297274,297274 (1996 SK),,1.199,0.234,0.7905,2.445,1.97,1.40E+03,3.82,0.00627,2.44,2.60E-08,1.50E-08,6.60E-08
3748270,       (2016 FY3),,0.205,0.125,0.6887,2.626,22.44,1.55E+03,4.26,0.00664,2.58,1.50E-06,1.10E-05,4.30E-07
3669253,       (2014 HQ124),,0.325,0.291,0.2592,0.8509,26.37,287,0.785,0.00684,2.66,1.20E-07,1.50E-08,1.00E-07
3551475,       (2010 VK139),,0.055,0.196,0.2822,0.7799,26.96,252,0.689,0.00691,2.69,1.50E-07,1.70E-08,1.20E-07
3485259,       (2010 AE30),,0.05,0.259,0.4168,1.268,5.97,521,1.43,0.00726,2.82,2.10E-08,3.00E-09,2.50E-08
20068950, 68950 (2002 QF15),,1.65,0.178,0.3443,1.057,25.15,397,1.09,0.00746,2.9,6.90E-10,2.30E-10,6.30E-10
20385343,385343 (2002 LV),,1.359,0.334,0.6052,2.314,29.53,1.29E+03,3.52,0.00784,3.05,6.50E-10,9.40E-10,1.40E-09
20503941,503941 (2003 UV11),,0.26,0.376,0.7626,1.453,5.93,640,1.75,0.00787,3.06,1.50E-08,8.00E-11,2.20E-08
3529053,       (2010 LK34),,0.108,0.271,0.8073,1.829,5.32,904,2.47,0.00837,3.26,1.90E-08,4.70E-09,3.40E-08
3653970,       (2013 WT45),,0.185,0.391,0.4669,1.63,9.34,760,2.08,0.00838,3.26,8.00E-08,2.60E-08,1.20E-07
3753371,       (2016 JU33),,0.174,0.304,0.5335,1.828,3.88,903,2.47,0.0089,3.46,2.60E-08,7.20E-09,4.80E-08
20162567,162567 (2000 RW37),,0.335,0.173,0.2501,1.247,13.75,509,1.39,0.00905,3.52,5.10E-08,2.10E-09,6.30E-08
20423321,423321 (2005 ED318),,0.202,0.212,0.4501,1.85,2.39,919,2.52,0.00938,3.65,6.90E-09,1.10E-09,1.20E-08
20088254, 88254 (2001 FM129),,0.8,0.252,0.6296,1.182,1.52,470,1.29,0.01,3.91,3.00E-08,1.20E-09,3.50E-08
3726015,       (2015 PU228),,0.328,0.125,0.7863,2.291,9.42,1.27E+03,3.47,0.0104,4.03,3.80E-07,4.40E-07,9.70E-07
3760535,       (2016 TX17),,0.063,0.178,0.5941,1.833,11.27,907,2.48,0.0105,4.1,2.90E-03,1.20E-02,6.00E-04
20244977,244977 (2004 BE68),,0.495,0.235,0.4446,1.761,15.74,853,2.34,0.0107,4.17,6.50E-08,3.50E-09,1.10E-07
3735613,       (2015 XE),,0.048,0.1,0.3685,1.57,2.39,718,1.97,0.0107,4.17,1.50E-05,3.60E-05,1.30E-06
20041429, 41429 (2000 GE2),,0.204,0.267,0.5553,1.593,2.17,734,2.01,0.0109,4.25,3.50E-08,5.30E-09,5.40E-08
20469445,469445 (2002 LT24),,0.143,0.136,0.4958,0.7201,0.77,223,0.611,0.0113,4.38,5.40E-08,9.30E-10,3.90E-08
3666234,       (2014 FD),,0.022,0.223,0.4803,1.878,6.19,940,2.57,0.0114,4.42,2.90E-04,1.10E-03,3.80E-05
3550464,       (2010 VT11),,0.152,0.189,0.611,1.754,2.48,849,2.32,0.0119,4.64,3.40E-08,3.50E-09,5.90E-08
3512284,       (2010 FT),,0.018,0.294,0.1947,1.09,5.6,416,1.14,0.012,4.65,4.70E-04,2.20E-04,3.30E-04
3508133,       (2010 CD55),,0.083,0.145,0.2014,1.024,5.93,378,1.04,0.0124,4.84,6.90E-07,8.70E-08,6.40E-07
20333578,333578 (2006 KM103),,0.204,0.352,0.3766,1.573,11.68,721,1.97,0.0128,4.98,1.60E-08,3.80E-09,2.60E-08
20003362,  3362 Khufu (1984 QA),Khufu,0.7,0.21,0.4685,0.9895,9.92,360,0.984,0.0133,5.19,5.70E-07,1.20E-08,5.70E-07
3740897,       (2016 BC14),,0.196,0.201,0.1826,0.8707,8.37,297,0.812,0.0133,5.19,5.90E-08,6.00E-09,4.90E-08
3551067,       (2010 VD72),,0.124,0.29,0.1812,0.9184,19.19,321,0.88,0.0137,5.32,2.60E-07,9.10E-09,2.40E-07
20003361,  3361 Orpheus (1982 HR),Orpheus,0.3,0.357,0.3229,1.21,2.66,486,1.33,0.0138,5.37,3.60E-08,1.90E-09,4.40E-08
3330155,       (2006 HV5),,0.307,0.246,0.3156,0.8425,32.02,282,0.773,0.0138,5.37,8.60E-08,1.20E-09,7.30E-08
3762883,       (2016 UH101),,0.128,0.156,0.5296,2.097,4.71,1.11E+03,3.04,0.0138,5.38,2.70E-08,1.80E-08,5.30E-08
3520758,       (2010 HX107),,0.064,0.187,0.3005,0.8013,3.36,262,0.717,0.0141,5.5,4.90E-07,2.00E-08,4.00E-07
20484402,484402 (2007 XH16),,0.452,0.125,0.2348,1.187,27.43,472,1.29,0.0145,5.64,3.40E-08,2.30E-09,3.90E-08
20341843,341843 (2008 EV5),,0.4,0.137,0.0827,0.9602,7.45,344,0.941,0.0147,5.72,2.00E-08,3.00E-09,1.80E-08
20377732,377732 (2005 XJ8),,0.986,0.288,0.6204,1.931,23.56,980,2.68,0.0148,5.78,1.50E-08,2.50E-09,2.90E-08
20417634,417634 (2006 XG1),,0.418,0.154,0.5958,2.458,20.5,1.41E+03,3.85,0.0148,5.74,1.60E-07,6.00E-08,4.00E-07
3015695,       (1998 WB2),,0.15,0.151,0.5864,1.973,2.37,1.01E+03,2.77,0.0148,5.75,2.10E-08,3.50E-09,4.30E-08
20185851,185851 (2000 DP107),,0.863,0.137,0.3765,1.365,8.67,583,1.6,0.0149,5.81,8.30E-09,3.30E-10,1.10E-08
3695919,       (2014 VG2),,0.085,0.201,0.197,1.19,8.6,474,1.3,0.0152,5.9,2.60E-08,7.60E-09,2.80E-08
3758846,       (2016 RW),,0.066,0.214,0.3849,1.613,4.84,748,2.05,0.0152,5.93,4.30E-08,2.70E-08,7.00E-08
3532406,       (2010 MY1),,0.043,0.265,0.2114,1.215,9.7,489,1.34,0.0155,6.02,3.50E-04,3.90E-04,1.20E-04
20159857,159857 (2004 LJ1),,3.07,0.13,0.5935,2.263,23.15,1.24E+03,3.4,0.0159,6.19,1.50E-09,1.10E-09,3.30E-09
3512698,       (2010 FR9),,0.015,0.287,0.3816,1.579,5.71,725,1.98,0.0159,6.19,1.50E-04,1.50E-04,1.40E-04
20140288,140288 (2001 SN289),,1.263,0.231,0.5082,1.784,53.19,871,2.38,0.016,6.22,9.20E-10,7.30E-10,1.70E-09
3681964,       (2014 PS59),,0.206,0.263,0.5459,1.964,14.13,1.01E+03,2.75,0.016,6.23,5.50E-08,4.00E-08,1.20E-07
20085182, 85182 (1991 AQ),,1.1,0.242,0.7777,2.22,3.12,1.21E+03,3.31,0.0161,6.25,1.10E-08,1.90E-09,2.40E-08
20277570,277570 (2005 YP180),,0.439,0.177,0.617,1.372,4.11,587,1.61,0.0162,6.3,5.50E-08,3.80E-09,7.60E-08
3542519,       (2010 PK9),,0.143,0.138,0.6758,0.6821,12.59,206,0.563,0.0162,6.29,1.30E-07,1.70E-09,9.10E-08
3740940,       (2016 BJ15),,0.08,0.113,0.5193,1.808,2.99,888,2.43,0.0163,6.35,2.30E-04,8.30E-04,9.90E-06
20086819, 86819 (2000 GK137),,0.802,0.301,0.5059,1.995,10.06,1.03E+03,2.82,0.0168,6.53,2.70E-08,2.70E-09,5.30E-08
20163899,163899 (2003 SD220),,0.791,0.34,0.21,0.8276,8.54,275,0.753,0.0173,6.74,7.40E-09,1.20E-09,6.50E-09
3508146,       (2010 DO),,0.149,0.176,0.7458,1.612,11.94,748,2.05,0.0177,6.9,2.00E-07,2.90E-08,3.10E-07
3666473,       (2014 ER49),,0.461,0.301,0.6419,2.826,13.67,1.74E+03,4.75,0.018,7.02,5.10E-08,1.10E-07,1.20E-07
3102784,       (2002 BF25),,0.152,0.1,0.2216,1.075,6.31,407,1.11,0.0181,7.06,2.10E-08,3.00E-09,2.20E-08
20003200,  3200 Phaethon (1983 TB),Phaethon,6.25,0.1066,0.8898,1.271,22.31,524,1.43,0.0187,7.27,4.70E-10,6.80E-10,6.30E-10
20152754,152754 (1999 GS6),,0.414,0.216,0.4974,1.191,2.02,475,1.3,0.0189,7.35,2.50E-08,4.70E-09,3.10E-08
20297418,297418 (2000 SP43),,0.407,0.388,0.4669,0.8115,10.34,267,0.731,0.019,7.4,5.70E-08,2.30E-09,4.60E-08
3760585,       (2016 TJ18),,0.188,0.314,0.583,2.408,17.72,1.36E+03,3.74,0.0193,7.51,2.00E-05,1.20E-04,2.60E-06
20141432,141432 (2002 CQ11),,0.239,0.34,0.4275,0.9762,2.47,352,0.965,0.0194,7.54,8.40E-08,6.80E-08,4.40E-08
20365071,365071 (2009 AV),,0.674,0.246,0.0739,1.03,45.87,382,1.04,0.0195,7.58,2.50E-09,4.30E-10,2.60E-09
20187040,187040 (2005 JS108),,0.43,0.199,0.3222,1.355,6.04,576,1.58,0.0196,7.61,2.30E-08,9.30E-10,3.20E-08
3752784,       (2016 JC6),,0.192,0.145,0.2829,0.8066,6.78,265,0.724,0.0197,7.68,1.50E-08,5.10E-10,1.20E-08
20207945,207945 (1991 JW),,0.423,0.161,0.1186,1.039,8.71,387,1.06,0.0201,7.84,4.10E-08,3.40E-09,4.10E-08
20363599,363599 (2004 FG11),,0.152,0.306,0.7236,1.587,3.14,730,2,0.0204,7.94,7.90E-08,2.70E-09,1.30E-07
20385186,385186 (1994 AW1),,0.811,0.223,0.0755,1.105,24.1,424,1.16,0.0206,8.02,5.70E-10,4.10E-10,8.20E-10
20366774,366774 (2004 TB18),,0.859,0.199,0.4507,1.815,13.2,893,2.44,0.021,8.19,9.80E-09,2.80E-09,1.80E-08
3740100,       (2016 AD166),,0.077,0.109,0.5692,1.652,5.28,775,2.12,0.021,8.17,2.10E-04,4.80E-04,1.40E-04
54114211,       (2010 KD149),,0.213,0.118,0.2118,0.8889,14.23,306,0.838,0.0213,8.28,7.80E-07,2.10E-08,6.80E-07
20008566,  8566 (1996 EN),,1.568,0.217,0.4302,1.506,37.97,675,1.85,0.0214,8.33,3.20E-09,8.90E-10,5.20E-09
20012923, 12923 Zephyr (1999 GK4),Zephyr,2.06,0.199,0.4918,1.963,5.3,1.00E+03,2.75,0.0218,8.47,2.00E-08,2.40E-09,3.80E-08
20003671,  3671 Dionysus (1984 KD),Dionysus,1.5,0.16,0.542,2.2,13.54,1.19E+03,3.26,0.022,8.58,1.90E-08,1.00E-09,4.20E-08
3765704,       (2016 XA18),,0.065,0.238,0.8339,1.946,17.74,992,2.72,0.022,8.58,1.30E-03,1.20E-02,6.50E-04
20009856,  9856 (1991 EE),,1,0.3,0.6258,2.242,9.83,1.23E+03,3.36,0.0224,8.72,1.20E-08,1.60E-09,2.80E-08
20363067,363067 (2000 CO101),,0.0,0.11,0.0901,1.076,15.32,408,1.12,0.0224,8.72,1.20E-08,1.20E-09,1.30E-08
3761480,       (2016 UZ25),,0.143,0.197,0.7928,2.498,3.81,1.44E+03,3.95,0.0226,8.8,4.70E-05,4.00E-04,3.50E-05
3673869,       (2014 MS5),,0.113,0.116,0.5591,1.932,2.51,981,2.69,0.0227,8.82,3.30E-08,1.40E-08,6.10E-08
3715507,       (2015 GY),,0.143,0.18,0.2001,1.068,11.81,403,1.1,0.023,8.97,5.10E-07,1.70E-07,4.10E-07
20398188,398188 Agni (2010 LE15),Agni,0.462,0.137,0.2733,0.8646,13.25,294,0.804,0.0231,8.98,2.90E-08,3.50E-09,2.50E-08
20152978,152978 (2000 GJ147),,0.531,0.109,0.2367,1.162,25.01,458,1.25,0.0239,9.29,3.70E-08,1.20E-09,4.30E-08
20006489,  6489 Golevka (1991 JX),Golevka,0.53,0.151,0.6151,2.484,2.27,1.43E+03,3.91,0.024,9.36,2.30E-09,2.00E-09,5.20E-09
3520757,       (2010 JW39),,0.039,0.187,0.39,1.637,3,765,2.1,0.024,9.35,2.70E-04,7.40E-04,3.50E-06
20086039, 86039 (1999 NC43),,2.22,0.14,0.5789,1.76,7.13,853,2.33,0.0243,9.46,3.50E-08,2.10E-09,6.20E-08
20068548, 68548 (2001 XR31),,1.182,0.289,0.4368,1.707,22.72,815,2.23,0.0247,9.62,3.50E-09,7.70E-10,6.10E-09
3757288,       (2016 PN38),,0.196,0.153,0.6175,2.462,3.58,1.41E+03,3.86,0.0247,9.62,1.80E-08,2.20E-08,4.80E-08
3520202,       (2010 JK33),,0.208,0.148,0.6101,2.232,4.04,1.22E+03,3.33,0.0249,9.7,3.30E-08,9.10E-09,7.40E-08
20454094,454094 (2013 BZ45),,0.167,0.11,0.1448,1.015,11.85,374,1.02,0.0257,9.99,7.80E-08,5.70E-09,7.40E-08
20001862,  1862 Apollo (1932 HA),Apollo,1.5,0.25,0.5599,1.471,6.35,651,1.78,0.026,10.1,1.60E-09,1.70E-10,2.30E-09
20140158,140158 (2001 SX169),,0.566,0.289,0.4608,1.347,2.52,571,1.56,0.026,10.1,1.60E-08,2.50E-09,2.00E-08
3728373,       (2015 RR150),,0.343,0.198,0.4981,2.039,42.16,1.06E+03,2.91,0.0263,10.2,2.30E-07,2.20E-07,5.10E-07
20012538, 12538 (1998 OH),,1.663,0.232,0.4058,1.542,24.54,699,1.91,0.0269,10.5,4.80E-10,2.80E-10,7.50E-10
3697798,       (2014 WZ120),,0.297,0.126,0.6399,2.212,20.91,1.20E+03,3.29,0.027,10.5,7.00E-07,3.40E-06,3.20E-07
3705042,       (2015 BW310),,0.146,0.132,0.6391,2.622,10.04,1.55E+03,4.25,0.0271,10.5,7.20E-06,4.70E-05,1.90E-06
20422699,422699 (2000 PD3),,0.619,0.22,0.592,1.999,7.7,1.03E+03,2.83,0.0274,10.7,2.90E-08,4.80E-09,5.70E-08
3508128,       (2010 CO44),,0.034,0.218,0.2307,1.07,6.18,404,1.11,0.0277,10.8,1.70E-04,8.50E-05,1.20E-04
3515453,       (2010 GX23),,0.06,0.334,0.4511,1.483,1.91,660,1.81,0.0279,10.9,3.60E-04,6.10E-04,1.90E-04
3555212,       (2011 AV55),,0.063,0.176,0.6059,2.409,17.71,1.37E+03,3.74,0.028,10.9,1.90E-03,1.10E-02,4.10E-05
20090075, 90075 (2002 VU94),,2.233,0.294,0.5755,2.136,8.91,1.14E+03,3.12,0.0281,10.9,9.10E-10,1.10E-09,2.00E-09
20039572, 39572 (1993 DQ1),,1.554,0.184,0.4927,2.036,10.03,1.06E+03,2.91,0.0282,11,3.00E-08,6.00E-09,5.90E-08
20111253,111253 (2001 XU10),,3.006,0.178,0.4394,1.754,42.02,848,2.32,0.0287,11.2,4.60E-10,5.20E-10,9.60E-10
20477519,477519 (2010 DJ56),,0.321,0.327,0.2453,1.25,34.84,510,1.4,0.0288,11.2,5.60E-08,3.70E-09,7.10E-08
3742342,       (2016 CL136),,0.123,0.32,0.6222,0.7297,21.53,228,0.623,0.0288,11.2,1.70E-07,9.30E-10,1.30E-07
20386847,386847 (2010 LR33),,0.663,0.211,0.4625,1.692,5.83,804,2.2,0.029,11.3,3.80E-08,4.40E-09,6.40E-08
20230549,230549 (2003 BH),,0.217,0.216,0.3561,1.457,13.11,642,1.76,0.0292,11.4,4.70E-08,2.30E-09,6.90E-08
3519490,       (2010 JG),,0.192,0.209,0.3196,1.19,23.31,474,1.3,0.0292,11.3,1.30E-08,1.40E-09,1.50E-08
3739246,       (2016 AZ8),,0.215,0.138,0.3552,1.321,5.59,555,1.52,0.0293,11.4,2.40E-08,4.90E-09,3.10E-08
3724112,       (2015 NZ13),,0.258,0.152,0.7808,2.015,6.58,1.04E+03,2.86,0.0294,11.4,8.50E-07,5.80E-06,7.70E-07
20226554,226554 (2003 WR21),,0.482,0.125,0.2615,1.118,9.27,432,1.18,0.0295,11.5,2.90E-09,1.20E-09,3.10E-09
20001620,  1620 Geographos (1951 RA),Geographos,2.56,0.29,0.3356,1.246,13.34,508,1.39,0.03,11.7,9.00E-10,2.00E-10,1.10E-09
3508127,       (2010 CN44),,0.34,0.185,0.6712,2.866,3.86,1.77E+03,4.85,0.03,11.7,6.80E-08,4.90E-08,2.10E-07
20162998,162998 (2001 SK162),,0.875,0.161,0.4743,1.926,1.68,976,2.67,0.0301,11.7,2.70E-08,2.60E-09,5.30E-08
3511111,       (2010 EX11),,0.04,0.234,0.1096,0.9566,9.75,342,0.936,0.0301,11.7,1.30E-06,8.00E-09,1.30E-06
3733140,       (2015 VE1),,0.139,0.368,0.5671,2.246,1.9,1.23E+03,3.37,0.0301,11.7,8.20E-06,4.40E-05,5.60E-07
3731242,       (2015 TD323),,0.332,0.176,0.6309,1.616,48.91,751,2.05,0.0304,11.8,9.00E-07,5.30E-08,1.40E-06
20490581,490581 (2009 WZ104),,0.237,0.314,0.1927,0.8553,9.84,289,0.791,0.0306,11.9,1.10E-07,8.00E-09,9.60E-08
3716438,       (2015 HF1),,0.108,0.125,0.6145,1.317,22,552,1.51,0.0312,12.1,7.50E-04,2.10E-03,1.90E-04
3714587,       (2015 FN120),,0.064,0.173,0.6184,2.099,5.02,1.11E+03,3.04,0.0317,12.3,4.10E-04,1.90E-03,1.50E-04
20409836,409836 (2006 QY110),,0.554,0.331,0.5741,1.924,6.4,975,2.67,0.0318,12.4,5.30E-08,5.60E-09,1.00E-07
20250620,250620 (2005 GE59),,0.654,0.26,0.6025,2.109,16.08,1.12E+03,3.06,0.0319,12.4,2.20E-08,6.50E-09,4.50E-08
20367248,367248 (2007 MK13),,0.386,0.119,0.1397,1.025,19.88,379,1.04,0.0322,12.5,1.90E-07,3.30E-08,1.60E-07
20459683,459683 (2013 MY5),,0.269,0.322,0.4532,1.662,3,783,2.14,0.0322,12.5,5.30E-08,2.30E-08,8.10E-08
20666241,666241 (2010 BK2),,0.118,0.205,0.4479,0.9042,6.05,314,0.86,0.0326,12.7,2.60E-07,6.30E-09,2.40E-07
3521439,       (2010 JN71),,0.214,0.106,0.5903,2.381,17.74,1.34E+03,3.67,0.0331,12.9,1.30E-08,2.50E-08,2.60E-08
20221980,221980 (1996 EO),,0.432,0.2,0.4008,1.342,21.59,568,1.55,0.0336,13.1,8.00E-08,2.20E-09,1.10E-07
3485632,       (2010 AG40),,0.089,0.319,0.6092,1.754,2.03,849,2.32,0.0336,13.1,1.30E-06,6.40E-09,2.30E-06
3753919,       (2016 LV47),,0.237,0.314,0.8634,1.786,15.19,872,2.39,0.0336,13.1,1.70E-03,1.90E-02,4.50E-04
